,epoch_length,sleep_stage,parcel_key,cortex,powerallfreq,psd_raw_delta,psd_raw_theta,psd_raw_alpha,psd_raw_beta,psd_raw_gamma,psd_norm_delta,psd_norm_theta,psd_norm_alpha,psd_norm_beta,psd_norm_gamma,adr,psd_tot,spectral_entropy,pe_delta,pe_theta,pe_alpha,pe_beta,pe_gamma,komp,powerallfreq_std,psd_raw_delta_std,psd_raw_theta_std,psd_raw_alpha_std,psd_raw_beta_std,psd_raw_gamma_std,psd_norm_delta_std,psd_norm_theta_std,psd_norm_alpha_std,psd_norm_beta_std,psd_norm_gamma_std,adr_std,psd_tot_std,spectral_entropy_std,pe_delta_std,pe_theta_std,pe_alpha_std,pe_beta_std,pe_gamma_std,komp_std,n_recordings,n_subj,parcel_name,lobe
10,2,N2,front_precentr,healthy,3.59567891479903E-11,2.33262885956422E-09,6.47480205266946E-10,4.31236762335214E-10,3.77233082873996E-10,4.83608776131739E-11,0.53120885273119,0.214401942462524,0.148093877813198,0.174064263684574,0.0332046334445749,0.520517611542109,3.53148473755964E-09,2.71773656037691,0.910762408984179,0.916849990938099,0.910034410411923,0.875300014070991,0.81448434207986,0.629195679268799,5.09653818082542E-11,3.97972055103394E-09,8.67007101746728E-10,6.5029863405638E-10,4.82781338934395E-10,4.99625241685339E-11,0.14717417800599,0.0644209989191984,0.0855103457152165,0.0883602714333083,0.0220010685839514,0.559627719338633,4.91136935352804E-09,0.334346281406008,0.0215018405273845,0.0215879873904673,0.0239797327940653,0.0264706020363954,0.0409212417757081,0.0195473781307322,83,27,Precentral gyrus,Frontal
11,2,N2,front_rect_orb,healthy,5.67368117273045E-11,4.59584846420896E-09,8.16058065642966E-10,2.77937855456173E-10,2.52386495362165E-10,6.31270978461347E-11,0.677286741981725,0.181334868860228,0.0975820529442171,0.102091070171574,0.0247884072542276,0.215427760432549,5.67368117273045E-09,2.38468357588964,0.894057559377563,0.896287136055853,0.895445617471849,0.866209949813224,0.823102829240732,0.612436991869919,7.71800358540702E-11,6.5309910394545E-09,1.28720986184393E-09,3.427547267446E-10,2.78998246215109E-10,9.20446943170274E-11,0.104993646944794,0.0476582279696944,0.0509769037701466,0.0523985121409674,0.0149009296206532,0.189506504329015,7.71800358540702E-09,0.327466962487563,0.0241306002398057,0.0188322893911689,0.0218662977709259,0.0265161794510955,0.0355043827692838,0.0230865128713339,41,15,Gyrus rectus and orbital gyri,Frontal
12,2,N2,front_sup_mot,healthy,1.91107872976505E-11,1.2137402628503E-09,3.88667807521313E-10,2.03161901904812E-10,2.41293821361178E-10,3.74378787970191E-11,0.553383619978131,0.215366862396332,0.125211198973334,0.173791714608101,0.0326653769170495,0.314578073733102,1.90737908500731E-09,2.72759798383538,0.916515809058693,0.911066619486687,0.912193354399587,0.881904264719934,0.822470955160659,0.63030316091954,1.83551621941546E-11,1.2237073776883E-09,4.95256203526793E-10,1.73940340792062E-10,2.32579217106055E-10,4.89231451567107E-11,0.100852036914407,0.0652517707126791,0.0442448162013621,0.0658348890303087,0.0160011260158034,0.169875365975856,1.83815694150297E-09,0.277017744991848,0.0180743542117688,0.0173470558990161,0.0198891519186176,0.0198544435296277,0.0265828425174912,0.0138576052105455,38,18,Supplementary motor cortex,Frontal
13,2,N2,front_sup_pole,healthy,2.95459553963067E-11,2.19111585243503E-09,4.12372548932039E-10,2.33709899621073E-10,2.52072921037786E-10,3.10744086586316E-11,0.626590482303248,0.185216781324597,0.106484599269791,0.139812189087022,0.0290428371814823,0.253215593394895,2.92022872257371E-09,2.51195211697986,0.898945160360948,0.903656957433224,0.908296135744408,0.869584300158026,0.816653963137249,0.617811870299418,4.15925409061668E-11,3.38761717201586E-09,5.67317484305365E-10,3.09656070097903E-10,3.35833372116968E-10,3.3587149078192E-11,0.0979821738554781,0.0551257227185685,0.0416611373773263,0.0565165099115315,0.0162570204320995,0.180521926498647,4.11851465547089E-09,0.306186848970254,0.0227617962729118,0.0179091394830299,0.0201281009956844,0.0276388575965692,0.0411366090264691,0.0236041090833281,81,19,Superior frontal gyrus and frontal pole,Frontal
14,2,N2,front_triang_inf,healthy,2.14542200388233E-11,1.63372810858238E-09,3.02047215272206E-10,1.41030685775789E-10,1.66198877103141E-10,4.18710065284092E-11,0.648187850235016,0.178287064838937,0.103606851083524,0.127083753201869,0.0304404952482402,0.226129819702139,2.14333999418947E-09,2.49465541345794,0.8977098587333,0.897328555475219,0.906198230066306,0.874148444317965,0.829393653511023,0.621761904761905,2.39820641249615E-11,1.9787320833335E-09,3.05388309122794E-10,1.14162734993339E-10,1.58408935664953E-10,5.72826452791448E-11,0.0875441518376738,0.06419105128286,0.0370615089162914,0.0398699399679062,0.0170470601015921,0.131618282066609,2.39976301373425E-09,0.270224325783299,0.0240520170247335,0.0201050819645011,0.0137878232427391,0.0249995636687571,0.0293194545362971,0.0158996745742781,42,20,Triangular part of inferior frontal gyrus,Frontal
15,2,N2,ins_ant,healthy,1.8578269221943E-11,1.24825748931416E-09,2.54827033754688E-10,2.29200685999501E-10,2.38427344391527E-10,1.93127413418062E-11,0.584098928018826,0.192482727501557,0.143832633420591,0.154560656233602,0.0208084906337632,0.4224518980889,1.8562624320725E-09,2.55359407028296,0.897898445520594,0.910402674198461,0.912009369748358,0.859953569060477,0.802571903215131,0.620458777429467,1.89671731257862E-11,1.41613942564052E-09,2.2239467494121E-10,3.23900056426448E-10,4.004560388918E-10,1.57890245689044E-11,0.141542201598733,0.0654623045673455,0.0651797503383569,0.0957789596290646,0.0116585602862981,0.420083896336393,1.89795174110361E-09,0.314108528038523,0.0243618059212256,0.0223366907274606,0.0228912530255759,0.0228848387835299,0.0296820374056956,0.0172562557611478,55,19,Anterior insula,Insula
16,2,N2,ins_post,epileptic,2.96328610877013E-11,2.01228617718717E-09,3.87938764894001E-10,7.78649117219284E-11,7.54270909411911E-11,2.62858530152578E-11,0.806431477141133,0.161445943193479,0.0466754384928543,0.0566635960164988,0.0194839838253349,0.062139339769324,2.3706288870161E-09,1.9292907275796,0.894298793231808,0.86315503642002,0.87757872925778,0.864748276111775,0.871609541079513,0.603583333333333,,,,,,,,,,,,,,,,,,,,,1,1,Posterior insula,Insula
17,2,N2,ins_post,healthy,1.91719372394939E-11,1.53083229908329E-09,2.47480835225851E-10,1.17044675535445E-10,1.0830545209675E-10,2.10409130979484E-11,0.641026488042096,0.197996397834509,0.110256026071063,0.113984529575905,0.0220180153459845,0.266644094389893,1.91719372394939E-09,2.44642317993611,0.899227775221875,0.903940902071384,0.90149235678237,0.865777895809833,0.817821165662366,0.615383333333333,2.79765056427903E-11,2.57244292984871E-09,2.5032333410758E-10,1.32465887640637E-10,1.07336993597539E-10,2.24419367752237E-11,0.139137352890552,0.0656122634359216,0.0602639005179226,0.0657821970725645,0.0124774541530027,0.24202829883528,2.79765056427903E-09,0.370300720346122,0.0254866455279117,0.0245231012147011,0.0205695376776912,0.0249623926497485,0.0312637151676373,0.0238347537455521,25,8,Posterior insula,Insula
18,2,N2,occ_calc,epileptic,7.55932674739305E-12,2.64455566992531E-10,1.65784127028087E-10,1.65682255690326E-10,9.57813502259054E-11,1.01383529825909E-11,0.458112672610505,0.281005372427004,0.246391096537265,0.149460935704449,0.0209819437162157,0.72129810261787,6.04746139791444E-10,2.62518337729094,0.914210617971112,0.932591803651894,0.909574593121408,0.840295807867804,0.848810230800002,0.628416666666667,,,,,,,,,,,,,,,,,,,,,1,1,Calcarine cortex,Occipital
19,2,N2,occ_calc,healthy,5.42340801677019E-11,3.50503616126517E-09,2.06279102502571E-09,3.80064989768439E-10,2.62027251372234E-10,4.44770282781425E-11,0.591077606201233,0.344345204452921,0.092562824362305,0.0768392547218336,0.0211713706124244,0.197977823948696,5.42340801677019E-09,2.53491451825563,0.929431644233675,0.911028940842204,0.858879802059949,0.847554245724053,0.814794103484902,0.616225,6.71515044183643E-11,4.2806120445336E-09,2.94986236688226E-09,4.37882382982718E-10,2.85795041342665E-10,3.61817735114701E-11,0.0903798294370331,0.0636694353922355,0.0318300563549722,0.0362509572459893,0.0199486847761711,0.103021918075431,6.71515044183644E-09,0.266698125162516,0.0179342297017106,0.0171419049186982,0.0291438928523309,0.0299001245778927,0.0343250648618285,0.0172087335170041,10,6,Calcarine cortex,Occipital
20,2,N2,occ_cuneus,healthy,1.0471576058534E-10,6.69452307237518E-09,3.09807903289606E-09,1.02119377769476E-09,6.1350520401162E-10,1.05157469344696E-10,0.569749859222561,0.339883494529028,0.117622045795599,0.0769041695562142,0.0161266363025727,0.351619631200375,1.04265553391553E-08,2.48836962326783,0.926052754569844,0.919499938745438,0.869389499652391,0.83382032495526,0.806785110926792,0.614092105263158,1.0723059915059E-10,7.33375763732108E-09,3.34032963185793E-09,9.28924339790845E-10,5.91218007720526E-10,9.37658309182778E-11,0.10495110063216,0.0854471043119056,0.0718611029099352,0.0421004538844127,0.0078487492373103,0.54897549482231,1.07522687406514E-08,0.178989382015596,0.0141003088982802,0.0159373878880644,0.0292453363874956,0.0294753417019569,0.0294503102069083,0.0146016787978883,19,7,Cuneus,Occipital
21,2,N2,occ_inf_pole,healthy,3.32346225849247E-11,1.90789068899883E-09,8.77239288405853E-10,4.87944905429053E-10,1.58591484148927E-10,3.31725124957057E-11,0.609989867470611,0.276458092679101,0.116700464652478,0.0829005045564499,0.0225667819416201,0.337080650863636,3.09162021023898E-09,2.4466025300155,0.915143615564422,0.914848395486894,0.87588536692569,0.846127741468392,0.808844353354311,0.6122,4.32437108539745E-11,1.92035906816703E-09,1.25390495120107E-09,1.26632935759745E-09,1.65708417901654E-10,3.82125371181835E-11,0.116824127570542,0.0690503813866333,0.0694329611795963,0.0409324771897158,0.021137895634428,0.393833830485351,3.64614061626367E-09,0.304775132993294,0.016444035515379,0.0214420611104532,0.0275508061188968,0.0381516493520553,0.0416387158463172,0.0227728060292193,25,13,Inferior ocipital gyrus and occipital pole,Occipital
22,2,N2,occ_ling_fusif,epileptic,5.17894118933181E-11,1.58845412531949E-09,1.06759962659276E-09,1.68800954862721E-09,4.04792879635608E-10,2.98783410137573E-11,0.476438839017188,0.289752072244314,0.264708035978006,0.113745710627572,0.012114620953849,1.31949102182199,4.14315295146545E-09,2.44940756682847,0.908612066251665,0.942452506619539,0.895330224930092,0.834405197284469,0.764628692464546,0.618666666666667,1.29878368551409E-11,4.70881122434285E-10,2.9911864558681E-10,5.04056207587061E-10,2.96432459008425E-11,2.23040386139642E-12,0.0266228940286244,0.004281003072863,0.0111463838438405,0.0290628304323594,0.0026601789331733,0.0541026851884062,1.03902694841127E-09,0.0730662780281101,0.0053987269757742,0.0080130839011173,0.0086900778095832,0.0139661625815662,0.0061585900297799,0.0060104076400857,2,1,Lingual gyrus and occipital fusiform gyrus,Occipital
23,2,N2,occ_ling_fusif,healthy,4.63349099885943E-11,2.96160795927523E-09,1.27405429784796E-09,4.68807060658761E-10,2.81146123519301E-10,6.36151336926646E-11,0.606873687964861,0.306258739758265,0.111004130605732,0.0751401814978934,0.0173260677048194,0.284032072099502,4.55620866833651E-09,2.46525337085906,0.917941685370677,0.913334912591946,0.87458892389666,0.845981328623254,0.808599968528286,0.613771739130435,2.69815363673945E-11,1.9063375597415E-09,7.36932887813891E-10,4.32044121788035E-10,1.91845988765513E-10,6.13361025090687E-11,0.104444253781272,0.0789225005737176,0.0622856922092624,0.0262140646661915,0.0127080661904804,0.308278954840597,2.64702409478319E-09,0.192321941623587,0.0191346671250065,0.0188726005771738,0.0182356654610032,0.0254891730861675,0.0415749185895325,0.0113446416786844,23,14,Lingual gyrus and occipital fusiform gyrus,Occipital
24,2,N2,occ_sup_middle,healthy,4.39114183541812E-11,2.8898028085989E-09,9.66834600932484E-10,3.88740571068831E-10,2.60606489656796E-10,5.10546230471349E-11,0.604708295544187,0.262214563735176,0.112499522037715,0.0997346575207567,0.0241551622046268,0.317988264059489,4.18381953241484E-09,2.42766133691056,0.908259080250586,0.9145204434757,0.879500222295448,0.847378141426449,0.817932696364615,0.614791666666667,4.10726724190954E-11,2.89252330797969E-09,1.03427249289233E-09,4.48239361660434E-10,2.65603930226965E-10,5.26974726322579E-11,0.151291725830605,0.0944842473756276,0.0628782650682099,0.0737556433041505,0.02220315823057,0.283862378011615,3.96919939408157E-09,0.368380471251125,0.0195265154363412,0.0276356774625123,0.0349851821794152,0.0324539822292151,0.0410306715150695,0.0212951783983106,22,10,Superior and middle occipital gyri,Occipital
25,2,N2,par_ang,healthy,3.62242059600231E-11,2.89399163439568E-09,4.6230342719275E-10,2.20440756236671E-10,1.84271483092513E-10,3.85218771494757E-11,0.658018354905529,0.180193713803192,0.0999331696877349,0.115206382625199,0.0253336657135631,0.227231911185385,3.60607337302292E-09,2.40533884902481,0.886708489149313,0.901673033698878,0.90339019835447,0.860829815772437,0.813323026901862,0.611604194297082,3.87374069142337E-11,3.32251788301388E-09,4.91494414076659E-10,2.12131334558438E-10,1.73245182837511E-10,5.03020617148951E-11,0.103618198593465,0.0575555060898815,0.0418809034401154,0.058480480594742,0.0182739211330606,0.203524412528354,3.88334740864607E-09,0.34527510249349,0.024643844639788,0.0209034400980856,0.0222392494713798,0.0316130552595277,0.0391540421438484,0.025816223355003,56,19,Angular gyrus,Parietal
26,2,N2,par_opercul,healthy,1.3677959765698E-11,1.03055722356087E-09,2.01620086108404E-10,1.0643978287858E-10,9.27418458695132E-11,1.88546502246603E-11,0.594667031182149,0.203528836594883,0.125776754130224,0.135817381036934,0.029825840566805,0.327070975360394,1.3677959765698E-09,2.61769971864805,0.903491046471531,0.910037896111697,0.904306756876742,0.879354856262079,0.827103307835194,0.625292454579162,1.69124945301754E-11,1.3844030301115E-09,2.63678227186722E-10,1.67059239641549E-10,9.37231234340702E-11,1.77581419880523E-11,0.137614592483621,0.0522810311595266,0.0646599091387499,0.0621376544914806,0.0196743241145176,0.25912411105688,1.69124945301754E-09,0.367801225905786,0.0257384934078059,0.0258209661025141,0.0170446252971455,0.019379861483006,0.0300331418793716,0.0230457229721726,31,9,Parietal operculum,Parietal
27,2,N2,par_post_cing,epileptic,9.5693488281084E-11,7.07046382708351E-09,4.40646981026239E-10,1.58432438104549E-10,1.74261739256485E-10,4.73872449409094E-11,0.818976086417349,0.109514096367206,0.0532164497410687,0.0653384757559358,0.0158610497806728,0.0766685434743973,7.65547906248672E-09,1.67858162883429,0.834889881102346,0.864298137963523,0.883764581352695,0.859775283331905,0.842213416183041,0.568,,,,,,,,,,,,,,,,,,,,,1,1,Posterior cingulate,Parietal
28,2,N2,par_post_cing,healthy,2.40375955310666E-11,1.67202852458875E-09,3.72422403833781E-10,2.18935282658709E-10,2.83147620747801E-10,3.03493685889015E-11,0.638485780010309,0.181844561624733,0.106194412019556,0.137694594794074,0.02210172326037,0.262355322052626,2.40375955310666E-09,2.48519084741021,0.902337038837502,0.89922304525048,0.900925817448833,0.863156166729093,0.814227238314962,0.6189,3.88513518030247E-11,2.68899990739278E-09,6.07463729501459E-10,4.26896918545108E-10,5.00530966991849E-10,5.15884164481358E-11,0.144989752761556,0.0479437783624598,0.0546200633957713,0.098332090270114,0.0147503941678101,0.257549460017784,3.88513518030247E-09,0.357160190875569,0.0190232780167419,0.0262839976989394,0.0248921136047713,0.0221987560692044,0.0298623081678239,0.0179368749084528,25,14,Posterior cingulate,Parietal
29,2,N2,par_postcentr,healthy,5.23709320659081E-11,4.06766707937811E-09,8.26826443414768E-10,2.93675321248326E-10,2.25158580358214E-10,3.48111263025621E-11,0.647881292371715,0.203261712790796,0.0958347001680279,0.114871525865067,0.0256769030957882,0.248528786658738,5.10511127536159E-09,2.456129131434,0.89876766862206,0.900228245393129,0.893894754231414,0.863446942837109,0.81474373689407,0.614460280970626,1.25426033098965E-10,1.09316674480549E-08,1.60894041171635E-09,5.67135536857063E-10,2.6100800576432E-10,3.32517304206133E-11,0.128305482745296,0.0598312211237834,0.0486559064423174,0.0790741801047601,0.0184174364078952,0.369284226412652,1.2388244629314E-08,0.355720437671298,0.028298439334692,0.0251047442199762,0.030218042178579,0.0397646627349365,0.0445717553036249,0.0330660252341348,45,18,Postcentral gyrus (including medial segment),Parietal
30,2,N2,par_precuneus,healthy,2.82972970210687E-11,1.9364173797077E-09,5.3416949504894E-10,2.1507709152398E-10,2.25093122495321E-10,3.86535111867354E-11,0.569972561362135,0.214420903119514,0.118699668628095,0.153318759084154,0.0353584761241394,0.296433815121347,2.73062821227753E-09,2.60326649710387,0.899135436549775,0.916393525582531,0.908693185759832,0.864320584842203,0.820213698775421,0.623674603174603,3.49899450109115E-11,2.61113996456387E-09,9.08647210640535E-10,2.46999526080416E-10,2.14509442962053E-10,4.38520294140108E-11,0.109436039939895,0.0647766143556786,0.0486641896983746,0.069493940909759,0.0285679383644384,0.201694641096007,3.33852024027176E-09,0.384357925485958,0.0271171565572579,0.0191611999765407,0.024022789667772,0.036208700481885,0.0427457702664719,0.0268413726375728,42,20,Precuneus,Parietal
31,2,N2,par_sup_lob,healthy,3.25821002024019E-11,2.19426349921257E-09,4.45371930241647E-10,3.28188137280133E-10,4.17669671210828E-10,4.01419482525802E-11,0.589925126557448,0.176160294818813,0.121186101541757,0.167611710855734,0.0282869816904935,0.386300057559923,3.21057316870301E-09,2.54710686685061,0.89345623134925,0.909831947525051,0.915466651208732,0.866302784811013,0.812647452703895,0.622009920634921,3.65067716545761E-11,2.87070460612663E-09,5.06456770407488E-10,4.39855026342686E-10,6.35601805996737E-10,4.79338311983482E-11,0.127269889540461,0.053610714457474,0.049590467907157,0.0921658652524819,0.019516600431251,0.720509648467741,3.62074354284275E-09,0.333444296980402,0.0217454882209495,0.0202689094154138,0.0190471808993745,0.0314307714895502,0.0365372505055873,0.0211565352680063,42,16,Superior parietal lobule,Parietal
32,2,N2,par_supramarginal,epileptic,1.20690995347988E-10,7.8815970412601E-09,1.18527445420773E-09,5.56357100517638E-10,6.96128788437697E-10,6.67683094752398E-11,0.777947044381652,0.143076359416399,0.0763926879115857,0.075341402956436,0.0076175038321798,0.16116707755194,9.65527962783906E-09,1.77490512898025,0.856707883583208,0.851839517234382,0.844412272101295,0.815282477541018,0.76883020078563,0.539,5.79284611868133E-11,4.75326701818501E-09,1.24308348415851E-09,7.02555056239812E-10,9.64161375526962E-10,6.6307960466936E-11,0.164671507439071,0.0948060422283548,0.058881628242463,0.0652571300177035,0.0031587499290561,0.130893457574243,4.63427689494507E-09,0.640818822503318,0.0518915422113157,0.0434993924724988,0.0448218240890427,0.0205255494529757,0.0405577503338606,0.0312159814838489,3,3,Supramarginal gyrus,Parietal
