,sleep_stage,parcel_key,cortex,epoch_length,powerallfreq,psd_raw_delta,psd_raw_theta,psd_raw_alpha,psd_raw_beta,psd_raw_gamma,psd_norm_delta,psd_norm_theta,psd_norm_alpha,psd_norm_beta,psd_norm_gamma,adr,psd_tot,spectral_entropy,pe_delta,pe_theta,pe_alpha,pe_beta,pe_gamma,komp,powerallfreq_std,psd_raw_delta_std,psd_raw_theta_std,psd_raw_alpha_std,psd_raw_beta_std,psd_raw_gamma_std,psd_norm_delta_std,psd_norm_theta_std,psd_norm_alpha_std,psd_norm_beta_std,psd_norm_gamma_std,adr_std,psd_tot_std,spectral_entropy_std,pe_delta_std,pe_theta_std,pe_alpha_std,pe_beta_std,pe_gamma_std,komp_std,n_recordings,n_patients,parcel_name,lobe
116,N2,temp_hip,healthy,10,2.7614113820326398e-11,9.09186931983952e-10,3.13443178432724e-10,9.101196827134829e-11,7.800837954833689e-11,1.69334679852095e-11,0.730250288723891,0.252072271879069,0.0741253302286686,0.0629512525165158,0.0137552721250284,0.101846713661111,1.2426351219146902e-09,2.30517704562735,0.930303985826643,0.887731195183183,0.881462218039914,0.870027836841793,0.807307800436849,0.523583333333333,,,,,,,,,,,,,,,,,,,,,1,1,Hippocampus,Temporal
117,N2,temp_inf_temp,healthy,2,4.9300973756347094e-11,3.31195340665737e-09,1.58453473766101e-09,2.48752761765011e-10,1.19400137361962e-10,1.1706627414053e-11,0.516744706320033,0.431841490766429,0.0987434321481058,0.059105012836341,0.0068112034500516,0.285087646212696,4.930097375634711e-09,2.38559726229199,0.92708071489767,0.927548274455014,0.861032043685576,0.777171801655239,0.736088462303484,0.59625,,,,,,,,,,,,,,,,,,,,,1,1,Inferior temporal gyrus,Temporal
118,N2,temp_inf_temp,healthy,5,1.3744104028468598e-11,3.88365311441612e-10,1.57933105999499e-10,1.1287460473781e-10,3.3692068885498e-11,3.42592660270318e-12,0.559783369497804,0.262022200407939,0.22151915055944,0.0722224789697751,0.0141442771590648,0.524949391302543,6.18484681281085e-10,2.35818991491169,0.878307287599507,0.900754689126576,0.857525754791317,0.782515118059026,0.713380170416153,0.512769230769231,,,,,,,,,,,,,,,,,,,,,1,1,Inferior temporal gyrus,Temporal
119,N2,temp_inf_temp,healthy,10,5.90173218619984e-11,1.4530238307398402e-09,8.67453086267287e-10,4.00320769729971e-10,2.7596809200874603e-10,7.01706449740045e-11,0.529220945602973,0.328634862617737,0.157161061785095,0.112361058143661,0.0288982899359893,0.320138200800788,2.65577948378993e-09,2.7378400808405,0.946543302344538,0.938102679863239,0.908406554083679,0.884890417289044,0.821157849341683,0.553333333333333,,,,,,,,,,,,,,,,,,,,,1,1,Inferior temporal gyrus,Temporal
120,N2,temp_mtg,epileptic,2,3.4230737223401e-11,2.0185292292640704e-09,3.8051717574523004e-10,1.75360445516035e-10,3.5736082973542703e-10,3.3594142763415395e-11,0.7245062220877,0.213396498559826,0.060064307001192,0.0972981585015904,0.0134368472774625,0.207852765139081,2.7384589778720804e-09,1.93072788259134,0.850320883847177,0.850039388336855,0.822033837305314,0.813212597705669,0.794477726313119,0.54825,,,,,,,,,,,,,,,,,,,,,1,1,Middle temporal gyrus,Temporal
121,N2,temp_mtg,epileptic,5,3.2491062324762296e-11,2.06545151272175e-09,5.675179744636431e-10,1.25571205281469e-10,4.1959183564657096e-11,5.63095492223997e-12,0.705163404812246,0.296844609897337,0.0781442288456081,0.0250717326654802,0.0038507841049409,0.143144251537558,2.5992849859809803e-09,1.95291008994062,0.918382217151585,0.921357541251358,0.847904225036866,0.811598286069505,0.745171102049366,0.4865,,,,,,,,,,,,,,,,,,,,,1,1,Middle temporal gyrus,Temporal
122,N2,temp_mtg,epileptic,10,3.6586769691838e-11,2.24221953589326e-09,3.71464435154846e-10,2.0828415379193002e-10,3.04466100465247e-10,2.2988189996834e-11,0.779129872407716,0.130407795475305,0.0649563410658627,0.093497729708099,0.0072920675527912,0.120868005690894,2.9269415753470402e-09,1.94233222903231,0.880302510907586,0.86865000948216,0.833173685722832,0.820784002318051,0.753380739738774,0.403833333333333,,,,,,,,,,,,,,,,,,,,,1,1,Middle temporal gyrus,Temporal
123,N2,temp_mtg,healthy,2,9.62212394199204e-12,5.42318269344118e-10,2.92908207811676e-10,1.70224693850134e-10,6.45074535162454e-11,1.1640636485911399e-11,0.55076648008007,0.268453109449852,0.168409164736752,0.0998343007513385,0.0222911548623957,0.408715046028714,9.62212394199204e-10,2.60542405527702,0.910395497939726,0.928301184645189,0.899708661682929,0.859774398455513,0.805008684755591,0.625916666666667,,,,,,,,,,,,,,,,,,,,,1,1,Middle temporal gyrus,Temporal
124,N2,temp_mtg,healthy,5,1.1211050344191901e-10,4.29289996267036e-09,3.91749240530864e-10,2.71065308753131e-10,2.58633555639557e-10,5.2933442202609e-11,0.773431109433902,0.0997734155916895,0.077658980776361,0.0840466126944655,0.0240416291098456,0.117942373562191,5.0449726548863505e-09,1.84476829508708,0.836810844216507,0.849869806379117,0.875932575795306,0.850040896157663,0.781657664860112,0.485769230769231,,,,,,,,,,,,,,,,,,,,,1,1,Middle temporal gyrus,Temporal
125,N2,temp_mtg,healthy,10,9.079034378468189e-12,2.05609779952404e-10,1.29776170546864e-10,9.098319068963569e-11,3.6786864146611193e-11,4.5083918451251094e-12,0.492524298653514,0.322004523155703,0.225097030142454,0.0913509238861794,0.0120947764224797,0.494913173419587,4.08556547031068e-10,2.61429237485458,0.911789597807521,0.952061495474827,0.908429582687007,0.841985588368652,0.766282008383321,0.5275,,,,,,,,,,,,,,,,,,,,,1,1,Middle temporal gyrus,Temporal
126,N2,temp_plan_temp,healthy,2,7.46473195073092e-12,5.34416628354397e-10,1.38012754543184e-10,6.0138727547407e-11,4.851331610943259e-11,1.6901789497551497e-11,0.665916872257406,0.211800555453794,0.0933429115484844,0.0825067316969532,0.029317442990008,0.15130143711576,7.46473195073092e-10,2.4518391778852,0.892454985503062,0.904999522640993,0.88624771301138,0.876706220889391,0.858572422458452,0.625666666666667,,,,,,,,,,,,,,,,,,,,,1,1,Planum temporale,Temporal
127,N2,temp_plan_temp,healthy,5,5.2682226841474596e-11,1.7038693234620901e-09,4.03181439343391e-10,2.0087960060649501e-10,2.49937415867937e-10,3.6904592969666594e-11,0.679603201636525,0.173086454764276,0.0848939785556568,0.116218604205569,0.0423730965577052,0.138542759539199,2.3707002078663604e-09,2.36530977948697,0.881319504356523,0.859819171563053,0.859667005580429,0.849074439538075,0.77975841247947,0.516538461538462,,,,,,,,,,,,,,,,,,,,,1,1,Planum temporale,Temporal
128,N2,temp_plan_temp,healthy,10,2.0805130137747198e-12,4.80872581643657e-11,1.7938400684585498e-11,1.4287486529752e-11,1.62246540125817e-11,7.370268553196529e-12,0.510660807868683,0.193608363207593,0.151600587119118,0.174990034438205,0.0796116731471442,0.305416545995483,9.362308561986219e-11,2.96199245328611,0.930025664547201,0.925617392760947,0.923442518247167,0.921732882241027,0.839656684521295,0.574583333333333,,,,,,,,,,,,,,,,,,,,,1,1,Planum temporale,Temporal
129,N2,temp_pole_plan_pol,healthy,2,4.30387221099377e-11,2.59801181653487e-09,7.53153991998534e-10,3.1853397552448603e-10,1.34290043288718e-10,1.6897610198475598e-11,0.701226476250768,0.237463574305568,0.116514265029833,0.0640590487046783,0.0105107141722522,0.189315512193706,3.4430977687950204e-09,2.14225608239964,0.916629489102437,0.905478208227399,0.884234583431765,0.829155887917427,0.784323987195815,0.596293103448276,,,,,,,,,,,,,,,,,,,,,1,1,Temporal pole and planum polare,Temporal
130,N2,temp_pole_plan_pol,healthy,5,1.38786829511382e-11,5.21252791685908e-10,1.04573667496042e-10,3.0451990307802e-11,1.9734564847395298e-11,3.09858228628555e-12,0.831927367480519,0.162860941768664,0.0489797295013368,0.0345136621290453,0.0063860659313515,0.0608508793006958,6.245407328012201e-10,1.76936456291162,0.877627867019568,0.835613973578294,0.82245628873762,0.815016877317926,0.728627256396239,0.487461538461538,,,,,,,,,,,,,,,,,,,,,1,1,Temporal pole and planum polare,Temporal
131,N2,temp_pole_plan_pol,healthy,10,2.4756470245148398e-11,5.872501852740361e-10,2.64435492402817e-10,2.81243816657042e-10,1.14838519864456e-10,9.51619018253608e-12,0.520339291985223,0.240887204071994,0.249433982032741,0.108684447639633,0.0091910394342076,0.491869664128839,1.1140411610316801e-09,2.65506695276315,0.931701615703154,0.934363415637093,0.922678683358531,0.842096842293249,0.747812123414218,0.53625,,,,,,,,,,,,,,,,,,,,,1,1,Temporal pole and planum polare,Temporal
132,N2,temp_sup,epileptic,2,6.823998747726069e-12,5.091027305670311e-10,3.23356708286473e-11,1.05906947112935e-11,7.206196797862499e-12,3.1436708257307197e-12,0.896167248596064,0.0805354652213537,0.028062512500635,0.0231392073941712,0.0111758752186302,0.0379107799094969,5.45919899818086e-10,1.33227076185513,0.837119597978634,0.845012919790586,0.8411853954778,0.833416060114826,0.870495860752662,0.56125,,,,,,,,,,,,,,,,,,,,,1,1,Superior temporal gyrus,Temporal
133,N2,temp_sup,epileptic,5,6.75918291513532e-12,5.0373289661889e-10,3.2898997865408894e-11,1.2247827350570699e-11,6.2505193505828694e-12,1.5439047710565199e-12,0.928979213399467,0.0630298165964118,0.0230824845881291,0.0122663396825156,0.003089037072597,0.0249408285635616,5.40734633210825e-10,1.21178448659698,0.842660103658531,0.854627487028377,0.845452638780468,0.836271567811629,0.806184466581773,0.447833333333333,,,,,,,,,,,,,,,,,,,,,1,1,Superior temporal gyrus,Temporal
134,N2,temp_sup,epileptic,10,1.88458742834427e-11,1.4614091550100702e-09,4.6143123791774195e-11,1.46622120963136e-11,8.46687755895419e-12,1.8660568362832e-12,0.96906532309059,0.0301995531279066,0.0099565804447296,0.0057820336219554,0.0012838644882639,0.0102788361945427,1.5076699426754201e-09,1.00936251656119,0.818162079472545,0.810165353239202,0.824872731258075,0.810275318198746,0.775398401778726,0.372666666666667,,,,,,,,,,,,,,,,,,,,,1,1,Superior temporal gyrus,Temporal
135,N2,temp_sup,healthy,2,1.1835861596180799e-11,8.82613400282146e-10,1.93789479296317e-10,1.20625418207139e-10,6.70005927183889e-11,8.150691369405899e-12,0.654832764908315,0.211480527993508,0.137085608411703,0.0761465847091444,0.0098495308593951,0.344373869237921,1.18358615961808e-09,2.29619188892277,0.886415108681848,0.908017346404437,0.892978052359063,0.837386466563259,0.791362973001342,0.601583333333333,,,,,,,,,,,,,,,,,,,,,1,1,Superior temporal gyrus,Temporal
136,N2,temp_sup,healthy,5,2.43884549084215e-11,3.1894304733864603e-10,3.97062946546236e-10,4.24639598028831e-10,1.64384793924614e-10,7.24233698983514e-12,0.317050546561894,0.332763683991641,0.338817267050678,0.160346179237457,0.032488391328838,1.25108858293855,1.09748047087897e-09,2.86445884892799,0.903472200906232,0.940184555248316,0.913135501198905,0.825521276942186,0.706327498106131,0.533615384615385,,,,,,,,,,,,,,,,,,,,,1,1,Superior temporal gyrus,Temporal
137,N2,temp_sup,healthy,10,5.6603457546901195e-12,1.51345937662824e-10,6.00057582344078e-11,3.8711270976032e-11,3.2337010252110396e-11,5.56429647789136e-12,0.591347239254188,0.236112118890997,0.152206911661865,0.130191482392856,0.0227983214352135,0.271959432819852,2.54715558961055e-10,2.67835894167721,0.922536969685365,0.91555146121668,0.910190219983659,0.890774429441215,0.798243949919791,0.54975,,,,,,,,,,,,,,,,,,,,,1,1,Superior temporal gyrus,Temporal
138,N2,temp_transv,healthy,2,3.56089960298552e-11,1.40524556970363e-09,1.44707578774622e-09,1.0540413331555902e-09,3.27098960013688e-10,7.24722451898205e-11,0.407919676085662,0.380034627283303,0.270135450653445,0.100250641893235,0.0254165748488559,1.2251444808897,3.56089960298551e-09,2.69784020033873,0.9085663231918,0.954081181470171,0.889231294663945,0.844877824830683,0.812709751698703,0.637666666666666,,,,,,,,,,,,,,,,,,,,,1,1,Transverse temporal gyrus,Temporal
139,N2,temp_transv,healthy,5,9.86718168752548e-11,3.0970551005308503e-09,1.3067802468664802e-09,4.14741625611236e-10,1.88541024583172e-10,3.7377405029163395e-11,0.721759649589477,0.259355442916079,0.0868623662800552,0.0439820894561227,0.0091516878001474,0.129401698387038,4.440231759386471e-09,2.10526022754553,0.910583253417103,0.891626407414736,0.849164387169739,0.812405181749259,0.754728712285884,0.503692307692308,,,,,,,,,,,,,,,,,,,,,1,1,Transverse temporal gyrus,Temporal
140,N2,temp_transv,healthy,10,1.35063060980308e-10,5.04781920655648e-09,9.55190621057816e-10,3.1421997338521303e-10,1.26502311834099e-10,2.97741931153714e-11,0.828203105908195,0.15823724625721,0.052114332998988,0.0216025443688501,0.0053121355318031,0.0631713793020789,6.07783774411384e-09,1.82235577898985,0.906898867690745,0.899955701362895,0.85339272412338,0.832182454083232,0.788548410938152,0.482333333333333,,,,,,,,,,,,,,,,,,,,,1,1,Transverse temporal gyrus,Temporal
141,N3,front_ant_cing,healthy,2,1.61705365380854e-12,1.38771530976685e-10,2.07037269968038e-11,8.37684356736381e-12,2.31494726201758e-12,2.82201257770962e-13,0.837127730391499,0.142858767493647,0.0558054314417839,0.0176529783584176,0.0025143616555056,0.0715937081281784,1.61705365380854e-10,1.77756256789967,0.869777751402683,0.882713223596738,0.837531651850968,0.74870872927406,0.739743829336865,0.56175,,,,,,,,,,,,,,,,,,,,,1,1,Anterior cingulate,Frontal
142,N3,front_ant_cing,healthy,5,1.5198160795265397e-11,4.2236528462345e-10,1.79998528436548e-10,1.00881565644331e-10,5.86697454065245e-11,1.2376923802600098e-11,0.638621946729273,0.246150345550192,0.137622904584691,0.0838409455214353,0.0194684737516304,0.229198330693852,6.83917235786943e-10,2.41884851727398,0.912697328981026,0.907632778004335,0.878189660385176,0.848204686998417,0.770891942530518,0.526076923076923,,,,,,,,,,,,,,,,,,,,,1,1,Anterior cingulate,Frontal
143,N3,front_ant_cing,healthy,10,1.72379010437734e-12,6.592181344861419e-11,8.275439706321279e-12,5.7520319915752095e-12,1.78128852071759e-12,2.92895292399779e-13,0.845215965685405,0.109425857356003,0.0776383572377925,0.0242826532036932,0.0039841192684321,0.0928851608762047,7.757055469698019e-11,1.68091365732097,0.88281425808768,0.877911353160201,0.886212339822733,0.840290851477789,0.774092696751078,0.440666666666667,,,,,,,,,,,,,,,,,,,,,1,1,Anterior cingulate,Frontal
144,N3,front_centr_op,healthy,2,1.9515115268831397e-11,1.5703177712312102e-09,2.3112092732894801e-10,1.73688025559749e-10,6.881330438330839e-11,9.42559518689271e-12,0.733922744009468,0.156845180588536,0.119122874675817,0.0563991096297806,0.0086585098322644,0.196967638963022,1.95151152688314e-09,2.12125251783398,0.883427667432971,0.892769489684109,0.89484174490727,0.816614292803804,0.778004157181487,0.59825,,,,,,,,,,,,,,,,,,,,,1,1,Central operculum,Frontal
145,N3,front_centr_op,healthy,5,6.24077052255462e-12,2.330869493618e-10,5.0285242793874393e-11,1.66063070374859e-11,9.25076663029035e-12,1.11226631640748e-12,0.79043992951536,0.166967304969361,0.0636597593493233,0.0486075277920324,0.028752571089395,0.0843698497412043,2.80834673514958e-10,1.9943823538439,0.880969680190131,0.857722418502786,0.843847489125706,0.800767119550662,0.728563064469171,0.482769230769231,,,,,,,,,,,,,,,,,,,,,1,1,Central operculum,Frontal
146,N3,front_centr_op,healthy,10,2.92545008213872e-11,9.84983378610223e-10,2.21230976765806e-10,1.69289626549471e-10,4.2600705281292894e-11,5.14323368244939e-12,0.739756637340367,0.172500567308192,0.132736348568367,0.0347816987800135,0.0043117540227154,0.182304561165471,1.3164525369624202e-09,2.05105729183955,0.900425749786287,0.90058145689012,0.898895434382038,0.818890233260355,0.743593697151389,0.485,,,,,,,,,,,,,,,,,,,,,1,1,Central operculum,Frontal
147,N3,front_med,healthy,2,1.27834839123096e-11,1.01981514763573e-09,1.43400379430946e-10,9.78185062470774e-11,9.827342457088079e-11,2.30818037927892e-12,0.698265658658416,0.128721142340789,0.122716227113711,0.130018616961874,0.0032959401445681,0.214677141516002,1.27834839123096e-09,2.23655682424088,0.897218694901329,0.873708710182729,0.915394089630365,0.799971397902542,0.705247809894414,0.58375,,,,,,,,,,,,,,,,,,,,,1,1,Medial frontal cortex,Frontal
148,N3,front_med,healthy,5,5.71087022327949e-12,2.31901009075615e-10,2.6771768580274697e-11,7.727063842167839e-12,3.3544218741567298e-12,6.4129120650458e-13,0.87777421193773,0.111303959307137,0.0407255929469001,0.0228392329689748,0.0049991297228672,0.0495595983051914,2.56989160047577e-10,1.51028238320539,0.825877214459458,0.819915914705037,0.793977291814822,0.774757782718202,0.71399173154458,0.449307692307692,,,,,,,,,,,,,,,,,,,,,1,1,Medial frontal cortex,Frontal
149,N3,front_med,healthy,10,2.1130376049475598e-11,8.58584589853427e-10,1.03473058505483e-10,2.15759435422574e-11,1.3774351800667599e-11,3.82871777519925e-12,0.877065172816342,0.121418589292282,0.029542439637983,0.0241860534343801,0.0075833523044018,0.034770189935632,9.50866922226401e-10,1.57115888324126,0.873498355361971,0.87430702534435,0.861025053829567,0.861088126033427,0.798194874103029,0.452583333333333,,,,,,,,,,,,,,,,,,,,,1,1,Medial frontal cortex,Frontal
150,N3,front_med_prec,healthy,2,1.52219769851915e-11,1.18881680007055e-09,2.91364561125423e-10,9.768095839546301e-11,7.31370112758011e-11,8.83384589024807e-12,0.71981061380142,0.225200663262109,0.0864956082967742,0.0640225236042715,0.0078504829929622,0.138321940374437,1.5221976985191501e-09,2.32709459077608,0.918800089435318,0.889242437354607,0.871677544093994,0.825331993726993,0.779372864946838,0.600083333333333,,,,,,,,,,,,,,,,,,,,,1,1,Medial segment of precentral gyrus,Frontal
151,N3,front_med_prec,healthy,5,3.46704315645846e-10,1.44248566334345e-08,1.1317113495784301e-09,3.2222992603742005e-10,2.6718290455057004e-10,4.8589629251042695e-11,0.91164840428784,0.0742781676276515,0.0223131660358048,0.0208332755293227,0.0090769169733301,0.0247606937316824,1.56016942040631e-08,1.32406400736979,0.826888201114292,0.830478987021385,0.837096609469404,0.814028432170386,0.766205025843982,0.436384615384615,,,,,,,,,,,,,,,,,,,,,1,1,Medial segment of precentral gyrus,Frontal
152,N3,front_med_prec,healthy,10,6.21590499586447e-10,2.63986804837361e-08,2.04316311877517e-09,3.53034677412149e-10,2.55610515566282e-10,4.32701091127808e-11,0.941772185840439,0.0746728121985011,0.0131216671487427,0.0097164104452089,0.0017173645802906,0.0139524080529133,2.79715724813901e-08,1.28051412160143,0.861175589123396,0.827518604583585,0.82118094129683,0.809070352867747,0.749804502057501,0.407666666666667,,,,,,,,,,,,,,,,,,,,,1,1,Medial segment of precentral gyrus,Frontal
153,N3,front_med_sup,healthy,2,2.2660565561811003e-10,2.13113814919738e-08,1.2212682668639e-09,3.58086175024541e-10,2.47264613749577e-10,3.2531933426845495e-11,0.876225090413822,0.0928921278966768,0.0322291653331459,0.0302205748302134,0.0053742891979718,0.0483464575548386,2.2660565561811e-08,1.60991000375808,0.85300697164119,0.848665484743354,0.84042297218259,0.809908248430437,0.769359640617986,0.538083333333333,,,,,,,,,,,,,,,,,,,,,1,1,Medial segment of superior frontal gyrus,Frontal
154,N3,front_med_sup,healthy,5,1.72557053046934e-11,4.66992308865354e-10,1.2953403314013601e-10,2.2138354343324e-10,2.4306692559884e-11,2.5410999464991597e-12,0.597815405856703,0.163650850370701,0.275884543349832,0.0393795240005411,0.0106060677458821,0.575931396566524,7.76506738711203e-10,2.15945690221558,0.852096929218245,0.877296533671024,0.871803751296314,0.773177869621828,0.699399939897622,0.490692307692308,,,,,,,,,,,,,,,,,,,,,1,1,Medial segment of superior frontal gyrus,Frontal
155,N3,front_med_sup,healthy,10,9.809778004327379e-11,3.6501194985707304e-09,4.14868985460962e-10,4.74447878529228e-10,9.692477357776159e-11,9.680601275452889e-12,0.826313018039014,0.0928217723906137,0.10862241455592,0.0223688610940142,0.0023526351213245,0.134139800171836,4.4144001019473205e-09,1.69617464360614,0.850122979391442,0.856087987109413,0.884638155429047,0.820236733017454,0.744004822386435,0.44525,,,,,,,,,,,,,,,,,,,,,1,1,Medial segment of superior frontal gyrus,Frontal
156,N3,front_mid_cing,healthy,2,3.48695188027933e-11,2.7333594115754302e-09,6.94408320240814e-10,1.41381882970597e-10,1.83642425559009e-10,4.53877230495798e-11,0.746317701004993,0.218008437671656,0.0492657400167478,0.0684135547791098,0.0181052816510162,0.0724463393501366,3.48695188027933e-09,2.27694294203753,0.908180944465428,0.87181872202924,0.873207940531135,0.868111773166735,0.832960345264341,0.616666666666667,,,,,,,,,,,,,,,,,,,,,1,1,Middle cingulate,Frontal
157,N3,front_mid_cing,healthy,5,2.54430702715442e-11,8.60770778801703e-10,1.44532734680625e-10,1.6263801886079002e-10,6.19397479310167e-11,5.33048181515707e-12,0.743486925101595,0.131794653998193,0.142093808786886,0.0568525960825273,0.0055342093913655,0.199549687683214,1.14493816221949e-09,2.06510772845889,0.886136101176359,0.874580547618033,0.884759974337337,0.801556357209127,0.732283545582137,0.491615384615385,,,,,,,,,,,,,,,,,,,,,1,1,Middle cingulate,Frontal
158,N3,front_mid_cing,healthy,10,4.7770104468654197e-11,2.0214899672093903e-09,1.4485433280357201e-10,3.1182656515639796e-11,3.4636630836293896e-11,8.64180869932797e-12,0.937148747996089,0.0701504006341873,0.0163566266238913,0.014801195600247,0.0043780931494303,0.0176163284172585,2.14965470108944e-09,1.34180600120706,0.874438974291281,0.832890279393303,0.827106543083831,0.851470701517336,0.801475095246317,0.440416666666667,,,,,,,,,,,,,,,,,,,,,1,1,Middle cingulate,Frontal
159,N3,front_mid_front,healthy,2,8.093548468932889e-11,5.2968465882087605e-09,7.81707419314246e-10,6.14994001495329e-10,2.53441796069576e-10,1.6949392914892497e-11,0.747334034274023,0.142508743968346,0.13745574244795,0.0579130533923407,0.0046492159705089,0.261669374204811,6.4748387751463104e-09,1.86323198618405,0.872667882338244,0.862621994292434,0.87313815454509,0.802445296207104,0.741683962219305,0.571,,,,,,,,,,,,,,,,,,,,,1,1,Middle frontal gyrus,Frontal
160,N3,front_mid_front,healthy,5,1.0625834937687e-11,3.7552386464855703e-10,9.48180219869671e-11,3.94396739242696e-11,1.33959195623521e-11,1.57021198026629e-12,0.737429942652403,0.19431307913078,0.0872540682063831,0.0463044031077543,0.0331040748242075,0.126626211085637,4.78162572195916e-10,2.12037084870717,0.875578467889212,0.884487250096391,0.839235721879214,0.774368635088589,0.701642188124921,0.478461538461538,,,,,,,,,,,,,,,,,,,,,1,1,Middle frontal gyrus,Frontal
161,N3,front_mid_front,healthy,10,1.0231101967859e-11,3.36164335445737e-10,4.29113603048634e-11,8.204510271685269e-11,3.18333763309447e-11,2.4694709122557298e-12,0.706007005793909,0.0943282752731756,0.19525280924502,0.0745530461291221,0.0064519091112332,0.300210404536143,4.60399588553654e-10,2.01739784211996,0.885826451694164,0.887464590090645,0.913616624060713,0.85391152935995,0.745419368679821,0.477833333333333,,,,,,,,,,,,,,,,,,,,,1,1,Middle frontal gyrus,Frontal
162,N3,front_op_inf,healthy,2,1.0380408926973099e-11,9.233300009151221e-10,8.707491747452001e-11,3.1909240881171696e-11,3.12895880951748e-11,8.76788093020797e-12,0.863224968168912,0.0997202285206801,0.0362096877436817,0.0374960640353693,0.0124891078708145,0.0433443434281902,1.0380408926973101e-09,1.88025062522318,0.868347151959641,0.84112228611203,0.868305430469242,0.85836970333843,0.835031086460612,0.5935,,,,,,,,,,,,,,,,,,,,,1,1,Opercular part of inferior frontal gyrus,Frontal
163,N3,front_op_inf,healthy,5,4.0355408255766296e-11,1.6302200543603101e-09,1.68885019309918e-10,7.451025903234669e-11,3.3030218314546896e-11,5.05151858405645e-12,0.854954286353092,0.102521131748525,0.0486848388475961,0.0314019235484551,0.0214613032958014,0.058624581927245,1.81599337150948e-09,1.6460290226975,0.84708458911601,0.828937411341695,0.825916925647668,0.788223054365622,0.721880166494551,0.453461538461538,,,,,,,,,,,,,,,,,,,,,1,1,Opercular part of inferior frontal gyrus,Frontal
164,N3,front_op_inf,healthy,10,5.25857505010363e-11,1.83261329219664e-09,2.26062424556154e-10,3.29198292509054e-10,1.1041755360630701e-10,1.73636477594483e-11,0.743746730948702,0.102188004016685,0.160393890508186,0.0523311436597384,0.0082375749244807,0.249535630573246,2.3663587725466304e-09,1.97493046618823,0.897170773970158,0.884913779860566,0.915677097466677,0.854765061278503,0.788386450867618,0.505,,,,,,,,,,,,,,,,,,,,,1,1,Opercular part of inferior frontal gyrus,Frontal
165,N3,front_opercul,healthy,2,3.92626158618475e-12,3.27473628233815e-10,3.95375261417519e-11,2.0893558465546e-11,2.3688366614023098e-11,2.1455113035765397e-12,0.806734628172234,0.115461278801901,0.0640992521053761,0.0660244925832354,0.007844504712299,0.0846059518126965,3.92626158618475e-10,1.98260241984159,0.875673323424888,0.877859670404781,0.893882108055263,0.846850453100235,0.795028447059057,0.58875,,,,,,,,,,,,,,,,,,,,,1,1,Frontal operculum,Frontal
166,N3,front_opercul,healthy,5,4.04879398815262e-12,1.4807023765926001e-10,2.5254005161684198e-11,1.51983938282271e-11,8.2259954689243e-12,7.54561216737061e-13,0.80765773776519,0.133596224541402,0.0812088490926454,0.0469961656693229,0.0102403312757816,0.102605792248004,1.82195729466868e-10,1.82838471098167,0.865918909422844,0.852510484240407,0.844296315528841,0.801837256959202,0.720720469619444,0.481923076923077,,,,,,,,,,,,,,,,,,,,,1,1,Frontal operculum,Frontal
167,N3,front_opercul,healthy,10,4.50398373382305e-11,1.8215556975437601e-09,2.1862331701379302e-10,7.812100494399159e-11,2.4960535990165297e-11,2.2612956941472e-12,0.896382865978259,0.108794358208175,0.0393656139808144,0.0125797219713037,0.0011613799730363,0.0440650716669732,2.02679268022037e-09,1.51086794422802,0.888844515223627,0.860455531559466,0.850732258142737,0.79214862739604,0.706110266491813,0.417,,,,,,,,,,,,,,,,,,,,,1,1,Frontal operculum,Frontal
168,N3,front_orb_inf,healthy,2,1.02566637514918e-11,9.18705785607086e-10,9.957267014913109e-11,2.1996199906219298e-11,2.64769198883266e-11,5.36494723747161e-12,0.795147249873411,0.147658872762707,0.0457849183088568,0.0606512008290891,0.0142170173297922,0.079196667016718,1.02566637514918e-09,2.05535054037505,0.871433827497127,0.864874542826935,0.857410265634644,0.858809369460258,0.821376282211829,0.584,,,,,,,,,,,,,,,,,,,,,1,1,Orbital part of inferior frontal gyrus,Frontal
169,N3,front_orb_inf,healthy,5,2.6049894035734997e-12,1.03024800472902e-10,1.2718115863341199e-11,5.38694827729535e-12,2.62175369174036e-12,2.84420286421768e-13,0.876693183238246,0.105419632233142,0.0439940523809853,0.0245677725877456,0.0057726894755516,0.050658364070533,1.17224523160808e-10,1.50279580455358,0.847275400136671,0.827211085879755,0.837517288320118,0.784189647551343,0.717916163925896,0.440538461538462,,,,,,,,,,,,,,,,,,,,,1,1,Orbital part of inferior frontal gyrus,Frontal
170,N3,front_orb_inf,healthy,10,7.07019881013954e-12,2.57358248547569e-10,4.28077435569526e-11,2.32465108308276e-11,1.3627430517832898e-11,2.12872825478939e-12,0.804248097846052,0.137256504343245,0.0747764562187199,0.0439605637523947,0.0069639559068298,0.094851840764996,3.18158946456279e-10,1.83826302638072,0.886761064005959,0.907439282350749,0.896543157990866,0.852714061960059,0.777737557139407,0.47975,,,,,,,,,,,,,,,,,,,,,1,1,Orbital part of inferior frontal gyrus,Frontal
171,N3,front_precentr,healthy,2,4.18792834947711e-11,3.0571561233191403e-09,7.62872274422908e-10,3.55767123746221e-10,3.60861060097657e-10,3.4688280962312496e-11,0.662816801079021,0.210404609099781,0.100278003525821,0.113619874435968,0.0135323111620292,0.177030214419194,4.1879283494771105e-09,2.43743540701407,0.918645573808899,0.88006326530106,0.901096544693697,0.847649095538205,0.792773225427603,0.61075,,,,,,,,,,,,,,,,,,,,,1,1,Precentral gyrus,Frontal
